delegateKey,shares,loot,kicked,jailed,tokenTribute,didRagequit,memberAddress,exists,createdAt,isDao,isSafeMinion
"0x28d804bf2212e220bc2b7b6252993db8286df07f","2656","0","false","","300000000000000000000","false","0x28d804bf2212e220bc2b7b6252993db8286df07f","true","1592868337","",""
"0xe6428f9bb73f85384e9bc5eafb62e98d64027c16","2000","0","false","","200000000000000000000","false","0xa190c0e6eb8f68e4a21fb6c35341731142758826","true","1590528360","",""
"0x297bf847dcb01f3e870515628b36eabad491e5e8","1948","0","false","","100000000000000000000","false","0x512e07a093aaa20ba288392eadf03838c7a4e522","true","1582954414","",""
"0x3c9f71ae57fea4a2e38c9d413705ed1fdcd9e3da","1922","0","false","","200000000000000000000","false","0x3c9f71ae57fea4a2e38c9d413705ed1fdcd9e3da","true","1584540784","",""
"0xbe278527d392ebb1cbe4818b95d984ff0a773d73","1848","0","false","","200000000000000000000","false","0xbe278527d392ebb1cbe4818b95d984ff0a773d73","true","1600916670","",""
"0x618d64611af0a80f77472051077f488f12004daa","1611","0","false","","150000000000000000000","false","0x618d64611af0a80f77472051077f488f12004daa","true","1585244196","",""
"0x7404becad09351583443720f8f520f689e93359e","1592","0","false","","200000000000000000000","false","0x7404becad09351583443720f8f520f689e93359e","true","1605597411","",""
"0x4f9e089652676b943b60a1e2e7fb04c41517252c","1505","0","false","","170000000000000000000","false","0x4f9e089652676b943b60a1e2e7fb04c41517252c","true","1592350608","",""
"0x63cead176085285a17322f81a5c64037d0feae22","1500","0","false","","163000000000000000000","false","0x63cead176085285a17322f81a5c64037d0feae22","true","1587704743","",""
"0xd662fa474c0a1346a26374bb4581d1f6d3fb2d94","1399","0","false","","126000000000000000000","false","0xd662fa474c0a1346a26374bb4581d1f6d3fb2d94","true","1599595141","",""
"0x75afaece8cf2a7974b1e541648923afd9339b3f8","1200","0","false","","120000000000000000000","false","0x75afaece8cf2a7974b1e541648923afd9339b3f8","true","1598648075","",""
"0xaaa8a090e78724c8e3f3de407205fff160017568","1154","0","false","","150000000000000000000","false","0xaaa8a090e78724c8e3f3de407205fff160017568","true","1602197228","",""
"0x8c991297440a79358bd864902e704ecc815eac81","1126","0","false","","100000000000000000000","false","0x8c991297440a79358bd864902e704ecc815eac81","true","1596580698","",""
"0x7aed3163fb1b705423175e3c2fa1d58aa638efa0","1103","0","false","","113000000000000000000","false","0x7aed3163fb1b705423175e3c2fa1d58aa638efa0","true","1598826184","",""
"0xb6dacfc9e6443f2546e9285ba4ae6359cdc20727","1072","0","false","","100000000000000000000","false","0xb6dacfc9e6443f2546e9285ba4ae6359cdc20727","true","1584502994","",""
"0xb3e8d332ef4730e6e6d37ba9885edd515506b19f","1000","0","false","","100000000000000000000","false","0xb3e8d332ef4730e6e6d37ba9885edd515506b19f","true","1586460870","",""
"0x27c72e4bd23c910218d8f06c4a1742e06657c874","950","0","false","","100000000000000000000","false","0x27c72e4bd23c910218d8f06c4a1742e06657c874","true","1600753234","",""
"0x8c8a2e4cb927e49b3ed0570c66b79cf64b7c3e08","885","0","false","","100000000000000000000","false","0x8c8a2e4cb927e49b3ed0570c66b79cf64b7c3e08","true","1598590246","",""
"0x6d9aba400a2a487a5fb76c6d56518835553cd284","885","0","false","","100000000000000000000","false","0x6d9aba400a2a487a5fb76c6d56518835553cd284","true","1591659214","",""
"0x646159d20abe8e1fa0f1d7079fdf121acf4c9e68","885","0","false","","100000000000000000000","false","0x646159d20abe8e1fa0f1d7079fdf121acf4c9e68","true","1601368927","",""
"0xac946b1649a7e8dd94b045d0958c15bec8e98361","858","0","false","","97000000000000000000","false","0xac946b1649a7e8dd94b045d0958c15bec8e98361","true","1599260772","",""
"0xf15a780336068b58997bfd4640f008349c27636c","797","0","false","","100000000000000000000","false","0xf15a780336068b58997bfd4640f008349c27636c","true","1605135785","",""
"0xa15ca74e65bf72730811abf95163e89ad9b9dff6","771","0","false","","65201000000000000000","false","0xa15ca74e65bf72730811abf95163e89ad9b9dff6","true","1596066434","",""
"0xece59074f2a430185876505716b4ad8b54b3766a","753","0","false","","80000000000000000000","false","0xece59074f2a430185876505716b4ad8b54b3766a","true","1584999234","",""
"0x9865509886dc2a5e707af21ab56743e64ab1115d","699","0","false","","79000000000000000000","false","0x9865509886dc2a5e707af21ab56743e64ab1115d","true","1594683625","",""
"0x7bb97ab045dd6ba0387ada21a0911068032cc5a3","603","0","false","","62150000000000000000","false","0x7bb97ab045dd6ba0387ada21a0911068032cc5a3","true","1600205029","",""
"0xf0dc0694258c7d48f671a500d256b4b23aaf8535","530","0","false","","60000000000000000000","false","0xf0dc0694258c7d48f671a500d256b4b23aaf8535","true","1594690755","",""
"0x44c466f3c93c0890e9f3baf33265976a9096b9a3","519","0","false","","50000000000000000000","false","0x44c466f3c93c0890e9f3baf33265976a9096b9a3","true","1584459504","",""
"0xd695d54c28349b683f5f0d42030d28160c7ea417","500","0","false","","50000000000000000000","false","0xd695d54c28349b683f5f0d42030d28160c7ea417","true","1590508263","",""
"0x87b2a7559d85f4653f13e6546a14189cd5455d45","500","0","false","","50000000000000000000","false","0x87b2a7559d85f4653f13e6546a14189cd5455d45","true","1584992090","",""
"0x370ceca4fc1287ed99924bba76259f6c771a6022","500","0","false","","50000000000000000000","false","0x370ceca4fc1287ed99924bba76259f6c771a6022","true","1588455532","",""
"0x442ec679337ab3ad148a8c3d61db54ab75816d1f","487","0","false","","55000000000000000000","false","0x442ec679337ab3ad148a8c3d61db54ab75816d1f","true","1595383160","",""
"0xac27ed397089590877eda4da88ff99af240c03cd","454","0","false","","47479999999999998000","false","0x840580fea94a641eb392fc5e0881bb1dc8c094f5","true","1589097439","",""
"0x57757e3d981446d585af0d9ae4d7df6d64647806","443","0","false","","50000000000000000000","false","0x57757e3d981446d585af0d9ae4d7df6d64647806","true","1596066209","",""
"0x5398850a9399da87624874704feaa8a9c6c4089b","442","0","false","","50000000000000000000","false","0x5398850a9399da87624874704feaa8a9c6c4089b","true","1594697633","",""
"0x5a9e792143bf2708b4765c144451dca54f559a19","400","0","false","","8530000000000000000000","false","0x5a9e792143bf2708b4765c144451dca54f559a19","true","1591674270","",""
"0x18b1fea6e5c46d14e736d5d6dce12536c0788f7a","385","0","false","","50000000000000000000","false","0x18b1fea6e5c46d14e736d5d6dce12536c0788f7a","true","1603275341","",""
"0xfdc6a17917115498a3ed417d4a89224685f26ea3","369","0","false","","100000000000000000000","true","0xfdc6a17917115498a3ed417d4a89224685f26ea3","true","1602183729","",""
"0x4444444477eb5fe6d1d42e98e97d9c4c03a57f99","334","0","false","","3583000000000000000000","false","0x4444444477eb5fe6d1d42e98e97d9c4c03a57f99","true","1591666540","",""
"0x7885f535a753a1ea5c74e35438f10bce7d9bc678","323","0","false","","42000000000000000000","false","0x7885f535a753a1ea5c74e35438f10bce7d9bc678","true","1609253990","",""
"0xfafd1d1d502ba454a5fb3d89ede92a45bf8d8d8f","320","0","false","","33900000000000000000","false","0xfafd1d1d502ba454a5fb3d89ede92a45bf8d8d8f","true","1597997349","",""
"0x225cacf03ba45ef8ada629dbcc032643c07f26ac","269","0","false","","25600000000000000000","false","0xb6ef7fffd7ae5718287d04cb6a077197e3240fc0","true","1585258458","",""
"0x850b57fa5e6cf7dd624ac9287a2c7c79b342d7a8","259","0","false","","25000000000000000000","false","0x850b57fa5e6cf7dd624ac9287a2c7c79b342d7a8","true","1606448931","",""
"0xc7bad783e498a5d9edcdf88ec011e1de89a54002","250","0","false","","28250000000000000000","false","0xc7bad783e498a5d9edcdf88ec011e1de89a54002","true","1599261586","",""
"0x0eabffd8ce94ab2387fc44ba32642af0c58af433","250","0","false","","25000000000000000000","false","0x0eabffd8ce94ab2387fc44ba32642af0c58af433","true","1593551488","",""
"0x99390bac1919423b87e8a8517ebf396866745c72","221","0","false","","25000000000000000000","false","0x99390bac1919423b87e8a8517ebf396866745c72","true","1599261372","",""
"0xafcd4572408b322ada9890253a7a42a9fa4c2e40","208","0","false","","11300000000000000000","false","0xafcd4572408b322ada9890253a7a42a9fa4c2e40","true","1595384256","",""
"0xe24decd513651ae981fe5470999564cc29a10af0","200","0","false","","20000000000000000000","false","0xe24decd513651ae981fe5470999564cc29a10af0","true","1585344965","",""
"0x3f86f18322a888d9b3adef38f127c941bccc014d","200","0","false","","20000000000000000000","false","0x3f86f18322a888d9b3adef38f127c941bccc014d","true","1587711426","",""
"0x6df304782b0866d2538c8fd2e46904a7f2ae321c","179","0","false","","33300000000000000000","false","0x6df304782b0866d2538c8fd2e46904a7f2ae321c","true","1635969404","",""
"0x2e29ed9717dc1bbb6408c3f59072c6658b45d462","177","0","false","","20000000000000000000","false","0x2e29ed9717dc1bbb6408c3f59072c6658b45d462","true","1600208484","",""
"0xcee82dde49b9c8a986ef76ec220baf13aafd47bd","156","0","false","","20000000000000000000","false","0xcee82dde49b9c8a986ef76ec220baf13aafd47bd","true","1606079052","",""
"0xd425333dd22b049f143522e519a06462c633f37a","125","0","false","","16250000000000000000","false","0xd425333dd22b049f143522e519a06462c633f37a","true","1605052399","",""
"0xe04243d4de64793420e613fa13f12efff42aca05","115","0","false","","13000000000000000000","false","0xe04243d4de64793420e613fa13f12efff42aca05","true","1599260628","",""
"0xce4b87301ad7c336ef2f1b822ad8bd7e86249ebc","113","0","false","","13000000000000000000","false","0xce4b87301ad7c336ef2f1b822ad8bd7e86249ebc","true","1605783669","",""
"0xa0f75491720835b36edc92d06ddc468d201e9b73","100","0","false","","113000000000000000000","false","0xa0f75491720835b36edc92d06ddc468d201e9b73","true","1600202310","",""
"0x1bef65e44adc3fb394cecca4750a1666310e6e2e","89","0","false","","10000000000000000000","false","0x1bef65e44adc3fb394cecca4750a1666310e6e2e","true","1600820966","",""
"0x8998bba031255a99907f788336e1e8c863252e97","65","0","false","","0","false","0x8998bba031255a99907f788336e1e8c863252e97","true","1648163343","",""
"0xef8305e140ac520225daf050e2f71d5fbcc543e7","53","0","false","","10000000000000000000","false","0xef8305e140ac520225daf050e2f71d5fbcc543e7","true","1653497930","",""
"0x968672a4b47be63a76efebccc80dde4829db151f","53","0","false","","10000000000000000000","false","0x968672a4b47be63a76efebccc80dde4829db151f","true","1653498031","",""
"0x6159aaaf32d1ac8b4b96b1a9d7197aed612a59cb","53","0","false","","10000000000000000000","false","0x6159aaaf32d1ac8b4b96b1a9d7197aed612a59cb","true","1652455284","",""
"0x3d0dd10fc11d3738eb6167b85c33062807feb090","53","0","false","","10000000000000000000","false","0x3d0dd10fc11d3738eb6167b85c33062807feb090","true","1653498076","",""
"0x865c2f85c9fea1c6ac7f53de07554d68cb92ed88","1","0","false","","0","false","0x8c8b237bea3c23317d08b73d7137e90cafdf68e6","true","1581730372","",""
